"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"477","Rasmussen Reports/Pulse Opinion Research","5/15/22",2022-05-19,2500,"lv",39,48,NA,173,0.00109332285561434,-4.13,2,1.95601150271407,2,0.00855420832704736,40.0325,46.9675
"478","Morning Consult","5/16/22",2022-05-18,10299,"rv",44,42,NA,174,0.00102345952514058,1.90875,2,2.30995052053145,1.67,0.00789623048189013,43.5228125,42.4771875
"479","YouGov","5/15/22",2022-05-17,952,"rv",43,40,NA,175,0.000958060461484097,3.91115384615385,2,1.71464125869784,1.67,0.00548671818526301,42.0222115384615,40.9777884615385
"480","Morning Consult","5/15/22",2022-05-17,11726,"rv",44,42,NA,175,0.000958060461484097,1.90875,2,2.34239096938104,1.67,0.00749546825815862,43.5228125,42.4771875
"481","Morning Consult","5/14/22",2022-05-16,12394,"rv",44,42,NA,176,0.000896840397995264,1.90875,2,2.35624194088051,1.67,0.00705799768650826,43.5228125,42.4771875
"482","Morning Consult","5/13/22",2022-05-16,2005,"rv",44,42,NA,176,0.000896840397995264,1.90875,2,1.90084983493517,1.67,0.00569389480112491,43.5228125,42.4771875
"483","The Bullfinch Group","5/12/22",2022-05-16,1200,"a",42,41,NA,176,0.000896840397995264,0,1,1.77251920894402,1,0.00158966683280361,42,41
"484","The Bullfinch Group","5/12/22",2022-05-16,1000,"rv",44,42,NA,176,0.000896840397995264,0,1,1.72693881974553,1.67,0.00258647679235147,44,42
"485","Quinnipiac University","5/12/22",2022-05-16,1586,"a",42,47,NA,176,0.000896840397995264,5.5,2,1.8422426005487,1,0.00330439517415985,40.625,48.375
"486","Quinnipiac University","5/12/22",2022-05-16,1421,"rv",43,47,NA,176,0.000896840397995264,5.5,2,1.81477903202428,1.67,0.00543607427884273,41.625,48.375
"487","Cygnal","5/13/22",2022-05-15,5765,"lv",45.1,47.8,NA,177,0.000839532296563366,3.7073417949916,1,2.16489010817579,2,0.00363499032864827,44.1731645512521,48.7268354487479
"488","Morning Consult","5/13/22",2022-05-15,11495,"rv",44,42,NA,177,0.000839532296563366,1.90875,2,2.33741685929932,1.67,0.00655420539267106,43.5228125,42.4771875
"489","Morning Consult","5/12/22",2022-05-14,10484,"rv",43,42,NA,178,0.000785886182812967,1.90875,2,2.31440139111082,1.67,0.00607497928968874,42.5228125,42.4771875
"490","McLaughlin & Associates","5/9/22",2022-05-14,2000,"lv",42,47,NA,178,0.000785886182812967,-7.86,1,1.90022561488552,2,0.00298672210993161,43.965,45.035
"491","Morning Consult","5/11/22",2022-05-13,9851,"rv",43,42,NA,179,0.000735668055731219,1.90875,2,2.29883206296392,1.67,0.00564853222947227,42.5228125,42.4771875
"492","Marist College","5/9/22",2022-05-13,1213,"rv",47,42,NA,179,0.000735668055731219,-0.2575,2,1.77521297723601,1.67,0.00436193138143663,47.064375,41.935625
"493","Morning Consult","5/10/22",2022-05-12,10501,"rv",43,42,NA,180,0.000688658866969994,1.90875,2,2.3148064424265,1.67,0.00532433401953356,42.5228125,42.4771875
"494","Morning Consult","5/9/22",2022-05-11,10606,"rv",44,42,NA,181,0.000644653565370611,1.90875,2,2.31729378942427,1.67,0.00498946468923419,43.5228125,42.4771875
"495","YouGov","5/8/22",2022-05-10,1361,"rv",51,49,NA,182,0.000603460202543429,3.91115384615385,2,1.80399375066287,1.67,0.00363605237010139,50.0222115384615,49.9777884615385
"496","Morning Consult","5/8/22",2022-05-10,11741,"rv",44,42,NA,182,0.000603460202543429,1.90875,2,2.34271056715755,1.67,0.00472186686181415,43.5228125,42.4771875
"497","NBC News/The Wall Street Journal","5/5/22",2022-05-10,790,"rv",46,46,NA,182,0.000603460202543429,2.8,2,1.66800823636527,1.67,0.00336196580445805,45.3,46.7
"498","Morning Consult","5/7/22",2022-05-09,12073,"rv",43,42,NA,183,0.000564899095600904,1.90875,2,2.3496817083331,1.67,0.00443329246043776,42.5228125,42.4771875
"499","Morning Consult","5/6/22",2022-05-09,2005,"rv",44,42,NA,183,0.000564899095600904,1.90875,2,1.90084983493517,1.67,0.00358645309777753,43.5228125,42.4771875
"500","Monmouth University","5/5/22",2022-05-09,807,"a",44,48,NA,183,0.000564899095600904,3.9,1,1.67333091706749,1,0.000945263121692455,43.025,48.975
"501","Monmouth University","5/5/22",2022-05-09,751,"rv",43,50,NA,183,0.000564899095600904,3.9,1,1.65535141294103,1.67,0.00156162788184035,42.025,50.975
"502","YouGov","5/5/22",2022-05-09,1000,"a",44,38,NA,183,0.000564899095600904,3.91115384615385,2,1.72693881974553,1,0.00195109235486469,43.0222115384615,38.9777884615385
"503","Morning Consult","5/6/22",2022-05-08,11290,"rv",43,42,NA,184,0.000528802043392006,1.90875,2,2.33291816428593,1.67,0.00412039732041803,42.5228125,42.4771875
"504","Morning Consult","5/5/22",2022-05-07,10453,"rv",43,42,NA,185,0.000495011592819257,1.90875,2,2.31366107438318,1.67,0.00382526543927226,42.5228125,42.4771875
"505","OnMessage Inc.","5/4/22",2022-05-06,800,"lv",44,45,NA,186,0.000463380352038107,-2.43837072137484,1,1.67115293191698,2,0.00154875886780241,44.6095926803437,44.3904073196563
"506","Big Village/Opinion Research Corporation","5/4/22",2022-05-06,1008,"a",39.2,36.8,NA,186,0.000463380352038107,0,1,1.72893086215783,1,0.000801152591556242,39.2,36.8
"507","Big Village/Opinion Research Corporation","5/4/22",2022-05-06,833,"rv",45.3,42,NA,186,0.000463380352038107,0,1,1.68125841054171,1.67,0.00130103373062022,45.3,42
"508","IBD/TIPP","5/4/22",2022-05-06,1043,"rv",42,43,NA,186,0.000463380352038107,-0.256666666666667,2,1.73746411375019,1.67,0.00268905648716169,42.0641666666667,42.9358333333333
"509","Morning Consult","5/4/22",2022-05-06,10570,"rv",44,41,NA,186,0.000463380352038107,1.90875,2,2.31644376971607,1.67,0.00358513772848829,43.5228125,41.4771875
"510","YouGov","5/3/22",2022-05-06,1215,"rv",43,39,NA,186,0.000463380352038107,3.91115384615385,2,1.77562483894366,1.67,0.00274811747427745,42.0222115384615,39.9777884615385
"511","YouGov","5/3/22",2022-05-06,1577,"a",37,33,NA,186,0.000463380352038107,3.91115384615385,2,1.84081989674076,1,0.00170599954358097,36.0222115384615,33.9777884615385
"512","Ipsos","4/27/22",2022-05-05,1065,"lv",38,40,NA,187,0.000433770347542872,2.639375,2,1.74268251953588,2,0.00302369600862387,37.34015625,40.65984375
"513","SSRS","5/3/22",2022-05-05,645,"rv",42,49,NA,187,0.000433770347542872,6.54,2,1.61731257919894,1.67,0.00234315108014571,40.365,50.635
"514","Morning Consult","5/3/22",2022-05-05,11561,"rv",43,42,NA,187,0.000433770347542872,1.90875,2,2.33884816091883,1.67,0.0033885067519033,42.5228125,42.4771875
"515","Ipsos","4/27/22",2022-05-05,2006,"a",27,29,NA,187,0.000433770347542872,2.639375,2,1.90097449213047,1,0.00164917273224314,26.34015625,29.65984375
"516","Morning Consult","5/2/22",2022-05-04,12128,"rv",43,42,NA,188,0.000406052422334882,1.90875,2,2.35081802697054,1.67,0.00318821488342845,42.5228125,42.4771875
"517","Morning Consult","5/3/22",2022-05-03,1955,"rv",43,43,NA,189,0.000380105672547683,1.90875,2,1.89453636810487,1.67,0.00240521422801758,42.5228125,43.4771875
"518","Morning Consult","5/1/22",2022-05-03,12700,"rv",43,42,NA,189,0.000380105672547683,1.90875,2,2.36233931811167,1.67,0.00299911484149088,42.5228125,42.4771875
"519","YouGov","4/30/22",2022-05-03,1303,"rv",53,47,NA,189,0.000380105672547683,3.91115384615385,2,1.79310614428121,1.67,0.00227644318851745,52.0222115384615,47.9777884615385
"520","Morning Consult","4/30/22",2022-05-02,13015,"rv",43,42,NA,190,0.000355816920071886,1.90875,2,2.36846445435717,1.67,0.00281475068968002,42.5228125,42.4771875
"521","Morning Consult","4/29/22",2022-05-02,2000,"rv",43,43,NA,190,0.000355816920071886,1.90875,2,1.90022561488552,1.67,0.00225828230193911,42.5228125,43.4771875
"522","Morning Consult","4/29/22",2022-05-01,11846,"rv",42,42,NA,191,0.000333080218879293,1.90875,2,2.34493638420923,1.67,0.00260871342652883,41.5228125,42.4771875
"523","Fox News/Beacon Research/Shaw & Co. Research","4/28/22",2022-05-01,1003,"rv",39,46,NA,191,0.000333080218879293,1.055,2,1.72768769699048,1.67,0.0019220317115373,38.73625,46.26375
"524","SSRS","4/28/22",2022-05-01,806,"rv",44,45,NA,191,0.000333080218879293,6.54,2,1.67302093562666,1.67,0.00186121559929007,42.365,46.635
"525","Morning Consult","4/28/22",2022-04-30,11046,"rv",42,42,NA,192,0.000311796392892906,1.90875,2,2.32745591261528,1.67,0.00242381247629018,41.5228125,42.4771875
"526","Morning Consult","4/27/22",2022-04-29,10632,"rv",42,42,NA,193,0.000291872603387049,1.90875,2,2.31790590009827,1.67,0.00225962098642273,41.5228125,42.4771875
"527","The Winston Group","4/26/22",2022-04-28,1000,"rv",44,45,NA,194,0.000273221944030617,0.74,2,1.72693881974553,1.67,0.0015759375223864,43.815,45.185
"528","Morning Consult","4/26/22",2022-04-28,11794,"rv",43,42,NA,194,0.000273221944030617,1.90875,2,2.34383655164011,1.67,0.00213889451429129,42.5228125,42.4771875
"529","ABC News/The Washington Post","4/24/22",2022-04-28,907,"rv",46,45,NA,194,0.000273221944030617,0.671666666666667,2,1.70253561252878,1.67,0.00155366810005381,45.8320833333333,45.1679166666667
"530","YouGov","4/26/22",2022-04-27,1331,"rv",42.1,39.3,NA,195,0.00025576306180706,3.91115384615385,2,1.79842145459878,1.67,0.00153629905734329,41.1222115384615,40.2777884615385
"531","Morning Consult","4/25/22",2022-04-27,12324,"rv",43,42,NA,195,0.00025576306180706,1.90875,2,2.35482596492914,1.67,0.00201160684603556,42.5228125,42.4771875
"532","Susquehanna Polling & Research Inc.","4/19/22",2022-04-27,800,"lv",39,49,NA,195,0.00025576306180706,0.327587076335325,1,1.67115293191698,2,0.000854838381229867,38.9181032309162,49.0818967690838
"533","Emerson College","4/25/22",2022-04-26,1000,"rv",40.6,46.8,NA,196,0.000239419802157589,-0.25,1,1.72693881974553,1.67,0.0006904837954381,40.6625,46.7375
"534","Morning Consult","4/24/22",2022-04-26,13345,"rv",43,42,NA,196,0.000239419802157589,1.90875,2,2.37472426545966,1.67,0.00189897708614269,42.5228125,42.4771875
"535","McLaughlin & Associates","4/22/22",2022-04-26,1000,"lv",43,48,NA,196,0.000239419802157589,-7.86,1,1.72693881974553,2,0.000826926701123473,44.965,46.035
"536","Marist College","4/19/22",2022-04-26,1162,"rv",44,47,NA,196,0.000239419802157589,-0.2575,2,1.76447448435296,1.67,0.00141098344073271,44.064375,46.935625
"537","Morning Consult","4/23/22",2022-04-25,13626,"rv",42,42,NA,197,0.000224120876799719,1.90875,2,2.3799337528334,1.67,0.0017815320836303,41.5228125,42.4771875
"538","Morning Consult","4/22/22",2022-04-25,2004,"rv",43,42,NA,197,0.000224120876799719,1.90875,2,1.90072511555119,1.67,0.00142281387937162,42.5228125,42.4771875
"539","Quinnipiac University","4/21/22",2022-04-25,1554,"a",40,44,NA,197,0.000224120876799719,5.5,2,1.8371468827319,1,0.000823485940335488,38.625,45.375
"540","Quinnipiac University","4/21/22",2022-04-25,1409,"rv",42,45,NA,197,0.000224120876799719,5.5,2,1.81265887797467,1.67,0.0013568906882154,40.625,46.375
"541","Morning Consult","4/22/22",2022-04-24,13082,"rv",42,42,NA,198,0.000209799552772217,1.90875,2,2.36974812963029,1.67,0.00166055480658264,41.5228125,42.4771875
"542","Opinion Savvy/InsiderAdvantage","4/21/22",2022-04-23,750,"lv",39,51,NA,199,0.000196393361350073,1.02055403434569,1,1.65501830163259,2,0.000650069214707025,38.7448614914136,51.2551385085864
"543","Morning Consult","4/21/22",2022-04-23,12261,"rv",42,42,NA,199,0.000196393361350073,1.90875,2,2.3535446930581,1.67,0.0015438166482134,41.5228125,42.4771875
"544","Morning Consult","4/20/22",2022-04-23,4410,"a",42,36,NA,199,0.000196393361350073,1.90875,2,2.09790749211022,1,0.000824030208354055,41.5228125,36.4771875
"545","Big Village/Opinion Research Corporation","4/20/22",2022-04-22,1005,"a",37,37.1,NA,200,0.000183843825559803,0,1,1.72818570512329,1,0.000317716271307632,37,37.1
"546","Big Village/Opinion Research Corporation","4/20/22",2022-04-22,817,"rv",44.2,42.2,NA,200,0.000183843825559803,0,1,1.676409773715,1.67,0.000514689968629368,44.2,42.2
"547","Morning Consult","4/20/22",2022-04-22,11699,"rv",43,42,NA,200,0.000183843825559803,1.90875,2,2.3418146617619,1.67,0.00143796407500895,42.5228125,42.4771875
"548","YouGov","4/19/22",2022-04-22,1605,"a",37,34,NA,200,0.000183843825559803,3.91115384615385,2,1.84521975889103,1,0.000678464518946128,36.0222115384615,34.9777884615385
"549","YouGov","4/19/22",2022-04-22,1187,"rv",44,40,NA,200,0.000183843825559803,3.91115384615385,2,1.76979609865242,1.67,0.00108672272469183,43.0222115384615,40.9777884615385
"550","Harris Insights & Analytics","4/20/22",2022-04-21,1966,"rv",50,50,NA,201,0.000172096205106532,-0.633333333333333,2,1.89593907517678,1.67,0.00108978829263671,50.1583333333333,49.8416666666667
"551","Morning Consult","4/19/22",2022-04-21,12208,"rv",42,42,NA,201,0.000172096205106532,1.90875,2,2.35246168838106,1.67,0.00135219809562447,41.5228125,42.4771875
"552","Trafalgar Group","4/18/22",2022-04-20,1077,"lv",39.4,48.1,NA,202,0.000161099257600224,-2.20909966960854,1,1.7454836692891,2,0.000562392246551578,39.9522749174021,47.5477250825979
"553","Echelon Insights","4/18/22",2022-04-20,1001,"lv",45,47,NA,202,0.000161099257600224,1.49,2,1.7271886948288,2,0.00111299526588968,44.6275,47.3725
"554","Echelon Insights","4/18/22",2022-04-20,1001,"rv",46,46,NA,202,0.000161099257600224,1.49,2,1.7271886948288,1.67,0.000929351047017885,45.6275,46.3725
"555","Morning Consult","4/18/22",2022-04-20,12944,"rv",42,43,NA,202,0.000161099257600224,1.90875,2,2.36709690982457,1.67,0.00127366743316735,41.5228125,43.4771875
"556","Morning Consult","4/17/22",2022-04-19,14034,"rv",42,42,NA,203,0.00015080501503957,1.90875,2,2.38730955895306,1.67,0.00120246096816636,41.5228125,42.4771875
"557","YouGov","4/16/22",2022-04-19,1258,"rv",42.7,38.2,NA,203,0.00015080501503957,3.91115384615385,2,1.7843196093151,1.67,0.000898741714030663,41.7222115384615,39.1777884615385
"558","NewsNation","4/17/22",2022-04-18,1038,"rv",39.7,40.7,NA,204,0.000141168574578541,0,1,1.73626276593146,1.67,0.000409326585399767,39.7,40.7
"559","Morning Consult","4/16/22",2022-04-18,14079,"rv",42,42,NA,204,0.000141168574578541,1.90875,2,2.38810990111563,1.67,0.0011260010760625,41.5228125,42.4771875
"560","Cygnal","4/15/22",2022-04-18,5846,"lv",45,47.4,NA,204,0.000141168574578541,3.7073417949916,1,2.1683782364178,2,0.000612213729564464,44.0731645512521,48.3268354487479
"561","Public Opinion Strategies","4/12/22",2022-04-18,1500,"rv",49,51,NA,204,0.000141168574578541,6.27333333333333,1,1.82830509677258,1.67,0.000431025704758131,47.4316666666667,52.5683333333333
"562","Morning Consult","4/15/22",2022-04-17,2005,"rv",43,42,NA,205,0.000132147902662973,1.90875,2,1.90084983493517,1.67,0.00083898568533956,42.5228125,42.4771875
"563","Morning Consult","4/15/22",2022-04-17,13223,"rv",42,42,NA,205,0.000132147902662973,1.90875,2,2.37242825413921,1.67,0.0010471281361296,41.5228125,42.4771875
"564","Morning Consult","4/14/22",2022-04-16,12135,"rv",42,43,NA,206,0.000123703651682809,1.90875,2,2.35096227954018,1.67,0.000971347547285183,41.5228125,43.4771875
"565","Morning Consult","4/13/22",2022-04-15,11726,"rv",42,43,NA,207,0.000115798988340277,1.90875,2,2.34239096938104,1.67,0.000905963325202764,41.5228125,43.4771875
"566","Morning Consult","4/12/22",2022-04-14,11904,"rv",43,42,NA,208,0.000108399432985334,1.90875,2,2.34615743926822,1.67,0.00084943593461073,42.5228125,42.4771875
"567","Rasmussen Reports/Pulse Opinion Research","4/10/22",2022-04-14,2500,"lv",39,47,NA,208,0.000108399432985334,-4.13,2,1.95601150271407,2,0.000848122151227983,40.0325,45.9675
"568","Morning Consult","4/11/22",2022-04-13,12177,"rv",43,42,NA,209,0.000101472709217571,1.90875,2,2.35182605137675,1.67,0.000797078177879146,42.5228125,42.4771875
"569","Morning Consult","4/10/22",2022-04-12,12977,"rv",43,42,NA,210,9.49886030985679e-05,1.90875,2,2.36773345968431,1.67,0.000751191697442807,42.5228125,42.4771875
"570","YouGov","4/9/22",2022-04-12,1303,"rv",41.6,39.2,NA,210,9.49886030985679e-05,3.91115384615385,2,1.79310614428121,1.67,0.000568884323828123,40.6222115384615,40.1777884615385
"571","Morning Consult","4/9/22",2022-04-11,13094,"rv",43,42,NA,211,8.89188313605694e-05,1.90875,2,2.36997734725026,1.67,0.000703856957668842,42.5228125,42.4771875
"572","Morning Consult","4/8/22",2022-04-11,2005,"rv",40,43,NA,211,8.89188313605694e-05,1.90875,2,1.90084983493517,1.67,0.000564531295353984,39.5228125,43.4771875
"573","Morning Consult","4/8/22",2022-04-10,12405,"rv",43,42,NA,212,8.32369180366291e-05,1.90875,2,2.35646372403148,1.67,0.000655123558030682,42.5228125,42.4771875
"574","Morning Consult","4/7/22",2022-04-09,11069,"rv",43,42,NA,213,7.79180789740885e-05,1.90875,2,2.32797592184641,1.67,0.000605847315172204,42.5228125,42.4771875
"575","Big Village/Opinion Research Corporation","4/6/22",2022-04-08,1013,"a",40.7,35.9,NA,214,7.29391137276442e-05,0,1,1.73016787606217,1,0.000126196911480015,40.7,35.9
"576","Big Village/Opinion Research Corporation","4/6/22",2022-04-08,814,"rv",44,43.1,NA,214,7.29391137276442e-05,0,1,1.67549009150063,1.67,0.000204088633096955,44,43.1
"577","Morning Consult","4/6/22",2022-04-08,10591,"rv",42,42,NA,214,7.29391137276442e-05,1.90875,2,2.31693996571092,1.67,0.000564445129181436,41.5228125,42.4771875
"578","Morning Consult","4/5/22",2022-04-07,11964,"rv",42,43,NA,215,6.82783043604477e-05,1.90875,2,2.34741435493746,1.67,0.000535326755766923,41.5228125,43.4771875
"579","Morning Consult","4/4/22",2022-04-06,13325,"rv",43,43,NA,216,6.39153207118152e-05,1.90875,2,2.37434931225851,1.67,0.000506869374568101,42.5228125,43.4771875
"580","Morning Consult","4/3/22",2022-04-05,15235,"rv",43,43,NA,217,5.98311317183302e-05,1.90875,2,2.40783767285495,1.67,0.000481172600889547,42.5228125,43.4771875
"581","YouGov","4/2/22",2022-04-05,1287,"rv",41.9,37.7,NA,217,5.98311317183302e-05,3.91115384615385,2,1.79001730189903,1.67,0.000357709861633156,40.9222115384615,38.6777884615385
"582","Morning Consult","4/2/22",2022-04-04,14848,"rv",44,43,NA,218,5.60079224015289e-05,1.90875,2,2.4014051137565,1.67,0.000449222355628134,43.5228125,43.4771875
"583","Morning Consult","4/1/22",2022-04-04,2003,"rv",43,43,NA,218,5.60079224015289e-05,1.90875,2,1.90060033391645,1.67,0.000355538577901164,42.5228125,43.4771875
"584","YouGov","3/31/22",2022-04-04,1618,"a",36,34,NA,218,5.60079224015289e-05,3.91115384615385,2,1.84723652440461,1,0.000206919759832246,35.0222115384615,34.9777884615385
"585","YouGov","3/31/22",2022-04-04,1233,"rv",44,41,NA,218,5.60079224015289e-05,3.91115384615385,2,1.77930137579109,1.67,0.000332847611103364,43.0222115384615,41.9777884615385
"586","Quinnipiac University","3/31/22",2022-04-04,1436,"a",43,44,NA,218,5.60079224015289e-05,5.5,2,1.81740418740204,1,0.000203578065400454,41.625,45.375
"587","Quinnipiac University","3/31/22",2022-04-04,1280,"rv",43,47,NA,218,5.60079224015289e-05,5.5,2,1.78865383922842,1.67,0.000334597143338544,41.625,48.375
"588","Morning Consult","4/1/22",2022-04-03,13957,"rv",44,43,NA,219,5.24290161600712e-05,1.90875,2,2.38593411337716,1.67,0.000417807875144968,43.5228125,43.4771875
"589","Morning Consult","3/31/22",2022-04-02,13479,"rv",43,42,NA,220,4.90788020274426e-05,1.90875,2,2.37722204943457,1.67,0.000389681842533832,42.5228125,42.4771875
"590","Morning Consult","3/30/22",2022-04-01,13845,"rv",42,42,NA,221,4.5942666577889e-05,1.90875,2,2.38391985890127,1.67,0.000365808941654536,41.5228125,42.4771875
"591","OnMessage Inc.","3/29/22",2022-03-31,800,"lv",43,46,NA,222,4.30069301835619e-05,-2.43837072137484,1,1.67115293191698,2,0.000143742314938017,43.6095926803437,45.3904073196563
"592","Morning Consult","3/29/22",2022-03-31,14742,"rv",43,42,NA,222,4.30069301835619e-05,1.90875,2,2.39961396043731,1.67,0.000344688100413853,42.5228125,42.4771875
"593","Morning Consult","3/28/22",2022-03-30,14966,"rv",42,43,NA,223,4.02587873448323e-05,1.90875,2,2.40338406016008,1.67,0.000323169474805054,41.5228125,43.4771875
"594","Morning Consult","3/27/22",2022-03-29,15693,"rv",43,43,NA,224,3.76862508334975e-05,1.90875,2,2.41524250800968,1.67,0.000304011592835132,42.5228125,43.4771875
"595","YouGov","3/26/22",2022-03-29,1313,"rv",40.7,38.6,NA,224,3.76862508334975e-05,3.91115384615385,2,1.7950174685757,1.67,0.000225942578427987,39.7222115384615,39.5777884615385
